Date,SiteID,Adjacency,ThawDep_cm,Lat_WGS84,Lon_WGS84,X_UTMz6,Y_UTMz6,Altitude_m
20181010,APEX9,NMR borehole,72,64.695892,-148.320929,437005.6645,7175219.517,131.67
20181010,APEX9,NMR borehole,103,64.695892,-148.320929,437005.6645,7175219.517,131.67
20181010,APEX9,NMR borehole,62,64.695892,-148.320929,437005.6645,7175219.517,131.67
20190630,APEX1,Seismometer,37,64.696607,-148.323667,436876.7798,7175302.002,134.27
20190630,APEX1,Seismometer,36,64.696607,-148.323667,436876.7798,7175302.002,134.27
20190630,APEX1,Seismometer,44,64.696607,-148.323667,436876.7798,7175302.002,134.27
20190630,APEX1,Seismometer,35,64.696607,-148.323667,436876.7798,7175302.002,134.27
20190630,APEX1,NMR borehole,32,64.6966,-148.323624,436878.7924,7175301.139,133.59
20190630,APEX1,NMR borehole,38,64.6966,-148.323624,436878.7924,7175301.139,133.59
20190630,APEX1,NMR borehole,30,64.6966,-148.323624,436878.7924,7175301.139,133.59
20190630,APEX1,NMR borehole,34,64.6966,-148.323624,436878.7924,7175301.139,133.59
20190630,APEX2,Seismometer,35,64.696488,-148.323168,436900.2703,7175288.17,133.11
20190630,APEX2,Seismometer,33,64.696488,-148.323168,436900.2703,7175288.17,133.11
20190630,APEX2,Seismometer,48,64.696488,-148.323168,436900.2703,7175288.17,133.11
20190630,APEX2,Seismometer,40,64.696488,-148.323168,436900.2703,7175288.17,133.11
20190630,APEX2,NMR borehole,58,64.696488,-148.323269,436895.4827,7175288.279,132.94
20190630,APEX2,NMR borehole,59,64.696488,-148.323269,436895.4827,7175288.279,132.94
20190630,APEX2,NMR borehole,63,64.696488,-148.323269,436895.4827,7175288.279,132.94
20190630,APEX2,NMR borehole,60,64.696488,-148.323269,436895.4827,7175288.279,132.94
20190630,APEX3,Seismometer,38,64.696286,-148.322626,436925.6563,7175265.108,133.93
20190630,APEX3,Seismometer,40,64.696286,-148.322626,436925.6563,7175265.108,133.93
20190630,APEX3,Seismometer,32,64.696286,-148.322626,436925.6563,7175265.108,133.93
20190630,APEX3,Seismometer,33,64.696286,-148.322626,436925.6563,7175265.108,133.93
20190630,APEX3,NMR borehole,30,64.696279,-148.3226,436926.8791,7175264.345,133.33
20190630,APEX3,NMR borehole,40,64.696279,-148.3226,436926.8791,7175264.345,133.33
20190630,APEX3,NMR borehole,31,64.696279,-148.3226,436926.8791,7175264.345,133.33
20190630,APEX3,NMR borehole,37,64.696279,-148.3226,436926.8791,7175264.345,133.33
20190630,APEX4,Seismometer,46,64.695948,-148.322557,436928.1596,7175227.425,130.63
20190630,APEX4,Seismometer,50,64.695948,-148.322557,436928.1596,7175227.425,130.63
20190630,APEX4,Seismometer,59,64.695948,-148.322557,436928.1596,7175227.425,130.63
20190630,APEX4,Seismometer,48,64.695948,-148.322557,436928.1596,7175227.425,130.63
20190630,APEX4,NMR borehole,46,64.695961,-148.322521,436929.8999,7175228.856,131.11
20190630,APEX4,NMR borehole,43,64.695961,-148.322521,436929.8999,7175228.856,131.11
20190630,APEX4,NMR borehole,42,64.695961,-148.322521,436929.8999,7175228.856,131.11
20190630,APEX4,NMR borehole,40,64.695961,-148.322521,436929.8999,7175228.856,131.11
20190630,APEX5,Seismometer,41,64.695741,-148.322539,436928.5565,7175204.329,131.41
20190630,APEX5,Seismometer,42,64.695741,-148.322539,436928.5565,7175204.329,131.41
20190630,APEX5,Seismometer,42,64.695741,-148.322539,436928.5565,7175204.329,131.41
20190630,APEX5,Seismometer,50,64.695741,-148.322539,436928.5565,7175204.329,131.41
20190630,APEX6,Seismometer,41,64.696025,-148.322126,436948.8935,7175235.539,133.2
20190630,APEX6,Seismometer,39,64.696025,-148.322126,436948.8935,7175235.539,133.2
20190630,APEX6,Seismometer,42,64.696025,-148.322126,436948.8935,7175235.539,133.2
20190630,APEX6,Seismometer,48,64.696025,-148.322126,436948.8935,7175235.539,133.2
20190630,APEX6,NMR borehole,45,64.696031,-148.322053,436952.4182,7175236.224,131.97
20190630,APEX6,NMR borehole,46,64.696031,-148.322053,436952.4182,7175236.224,131.97
20190630,APEX6,NMR borehole,44,64.696031,-148.322053,436952.4182,7175236.224,131.97
20190630,APEX6,NMR borehole,46,64.696031,-148.322053,436952.4182,7175236.224,131.97
20190630,APEX7,Seismometer,40,64.695877,-148.321758,436966.1106,7175218.739,132.09
20190630,APEX7,Seismometer,42,64.695877,-148.321758,436966.1106,7175218.739,132.09
20190630,APEX7,Seismometer,44,64.695877,-148.321758,436966.1106,7175218.739,132.09
20190630,APEX7,Seismometer,43,64.695877,-148.321758,436966.1106,7175218.739,132.09
20190630,APEX7,NMR borehole,45,64.695863,-148.321719,436967.9507,7175217.072,132
20190630,APEX7,NMR borehole,42,64.695863,-148.321719,436967.9507,7175217.072,132
20190630,APEX7,NMR borehole,40,64.695863,-148.321719,436967.9507,7175217.072,132
20190630,APEX7,NMR borehole,45,64.695863,-148.321719,436967.9507,7175217.072,132
20190630,APEX8,Seismometer,33,64.695796,-148.321285,436988.4722,7175209.17,132.36
20190630,APEX8,Seismometer,35,64.695796,-148.321285,436988.4722,7175209.17,132.36
20190630,APEX8,Seismometer,40,64.695796,-148.321285,436988.4722,7175209.17,132.36
20190630,APEX8,Seismometer,36,64.695796,-148.321285,436988.4722,7175209.17,132.36
20190630,APEX9,Seismometer,33,64.695894,-148.320937,437005.2934,7175219.811,131.27
20190630,APEX9,Seismometer,36,64.695894,-148.320937,437005.2934,7175219.811,131.27
20190630,APEX9,Seismometer,34,64.695894,-148.320937,437005.2934,7175219.811,131.27
20190630,APEX9,Seismometer,30,64.695894,-148.320937,437005.2934,7175219.811,131.27
20190630,APEX9,NMR borehole,48,64.695892,-148.320929,437005.6645,7175219.517,131.67
20190630,APEX9,NMR borehole,47,64.695892,-148.320929,437005.6645,7175219.517,131.67
20190630,APEX9,NMR borehole,38,64.695892,-148.320929,437005.6645,7175219.517,131.67
20190630,APEX9,NMR borehole,40,64.695892,-148.320929,437005.6645,7175219.517,131.67
