Site,Treatment,Plot,Year,Date,Ice_Depth_cm
Permafrost Plateau ,Sept-Deep,PPSD2,2018,7/29/2018,77
Permafrost Plateau ,Sept-Deep,PPSD3,2018,7/29/2018,66
Permafrost Plateau ,Sept-Deep,PPSD4,2018,7/29/2018,80
Active Margin,Control-Hole,AMCH1,2018,7/29/2018,80
Active Margin,Control-Hole,AMCH2,2018,7/29/2018,88
Active Margin,Control-Hole,AMCH3,2018,7/29/2018,120
Active Margin,July-Active,AMJA1,2018,7/29/2018,84
Active Margin,July-Active,AMJA2,2018,7/29/2018,118
Active Margin,July-Active,AMJA3,2018,7/29/2018,120
Active Margin,Sept-Active,AMSA1,2018,7/29/2018,76
Active Margin,Sept-Active,AMSA2,2018,7/29/2018,89
Active Margin,Sept-Active,AMSA3,2018,7/29/2018,120
Active Margin,Sept-Deep,AMSD1,2018,7/29/2018,120
Active Margin,Sept-Deep,AMSD2,2018,7/29/2018,120
Active Margin,Sept-Deep,AMSD3,2018,7/29/2018,98
Permafrost Plateau ,Control,PPC1,2018,9/24/2018,66
Permafrost Plateau ,Control,PPC2,2018,9/24/2018,59
Permafrost Plateau ,Control,PPC3,2018,9/24/2018,62
Permafrost Plateau ,Control,PPC4,2018,9/24/2018,76
Permafrost Plateau ,Control-Hole,PPCH1,2018,9/24/2018,88
Permafrost Plateau ,Control-Hole,PPCH2,2018,9/24/2018,48
Permafrost Plateau ,Control-Hole,PPCH3,2018,9/24/2018,98
Permafrost Plateau ,Control-Hole,PPCH4,2018,9/24/2018,65
Permafrost Plateau ,July-Active,PPJA1,2018,9/24/2018,71
Permafrost Plateau ,July-Active,PPJA2,2018,9/24/2018,54
Permafrost Plateau ,July-Active,PPJA3,2018,9/24/2018,82
Permafrost Plateau ,July-Active,PPJA4,2018,9/24/2018,80
Permafrost Plateau ,Sept-Active,PPSA1,2018,9/24/2018,65
Permafrost Plateau ,Sept-Active,PPSA2,2018,9/24/2018,77
Permafrost Plateau ,Sept-Active,PPSA3,2018,9/24/2018,51
Permafrost Plateau ,Sept-Active,PPSA4,2018,9/24/2018,75
Permafrost Plateau ,Sept-Deep,PPSD1,2018,9/24/2018,77
Permafrost Plateau ,Sept-Deep,PPSD2,2018,9/24/2018,98
Permafrost Plateau ,Sept-Deep,PPSD3,2018,9/24/2018,67
Permafrost Plateau ,Sept-Deep,PPSD4,2018,9/24/2018,88
Active Margin,Control-Hole,AMCH1,2018,9/25/2018,100
Active Margin,Control-Hole,AMCH2,2018,9/25/2018,104
Active Margin,Control-Hole,AMCH3,2018,9/25/2018,120
Active Margin,July-Active,AMJA1,2018,9/25/2018,99
Active Margin,July-Active,AMJA2,2018,9/25/2018,120
Active Margin,July-Active,AMJA3,2018,9/25/2018,120
Active Margin,Sept-Active,AMSA1,2018,9/25/2018,86
Active Margin,Sept-Active,AMSA2,2018,9/25/2018,107
Active Margin,Sept-Active,AMSA3,2018,9/25/2018,120
Active Margin,Sept-Deep,AMSD1,2018,9/25/2018,120
Active Margin,Sept-Deep,AMSD2,2018,9/25/2018,120
Active Margin,Sept-Deep,AMSD3,2018,9/25/2018,104
Permafrost Plateau ,Control,PPC1,2019,5/27/2019,16.5
Permafrost Plateau ,Control,PPC2,2019,5/27/2019,17
Permafrost Plateau ,Control,PPC3,2019,5/27/2019,23
Permafrost Plateau ,Control,PPC4,2019,5/27/2019,26
Permafrost Plateau ,Control-Hole,PPCH1,2019,5/27/2019,26
Permafrost Plateau ,Control-Hole,PPCH2,2019,5/27/2019,18
Permafrost Plateau ,Control-Hole,PPCH3,2019,5/27/2019,32
Permafrost Plateau ,Control-Hole,PPCH4,2019,5/27/2019,16.5
Permafrost Plateau ,July-Active,PPJA1,2019,5/27/2019,23
Permafrost Plateau ,July-Active,PPJA2,2019,5/27/2019,11
Permafrost Plateau ,July-Active,PPJA3,2019,5/27/2019,17.5
Permafrost Plateau ,July-Active,PPJA4,2019,5/27/2019,18
Permafrost Plateau ,Sept-Active,PPSA1,2019,5/27/2019,18
Permafrost Plateau ,Sept-Active,PPSA2,2019,5/27/2019,17
Permafrost Plateau ,Sept-Active,PPSA3,2019,5/27/2019,17
Permafrost Plateau ,Sept-Active,PPSA4,2019,5/27/2019,19.5
Permafrost Plateau ,Sept-Deep,PPSD1,2019,5/27/2019,23
Permafrost Plateau ,Sept-Deep,PPSD2,2019,5/27/2019,17
Permafrost Plateau ,Sept-Deep,PPSD3,2019,5/27/2019,14
Permafrost Plateau ,Sept-Deep,PPSD4,2019,5/27/2019,15.5
Active Margin,Control-Hole,AMCH1,2019,5/27/2019,37.5
Active Margin,Control-Hole,AMCH2,2019,5/27/2019,36.5
Active Margin,Control-Hole,AMCH3,2019,5/27/2019,29.5
Active Margin,July-Active,AMJA1,2019,5/27/2019,33
Active Margin,July-Active,AMJA2,2019,5/27/2019,35
Active Margin,July-Active,AMJA3,2019,5/27/2019,23
Active Margin,Sept-Active,AMSA1,2019,5/27/2019,40
Active Margin,Sept-Active,AMSA2,2019,5/27/2019,27
Active Margin,Sept-Active,AMSA3,2019,5/27/2019,31.5
Active Margin,Sept-Deep,AMSD1,2019,5/27/2019,30.5
Active Margin,Sept-Deep,AMSD2,2019,5/27/2019,20.5
Active Margin,Sept-Deep,AMSD3,2019,5/27/2019,43
Active Margin,Control-Hole,AMCH1,2019,5/29/2019,37.5
Active Margin,Control-Hole,AMCH2,2019,5/29/2019,36.5
Active Margin,Control-Hole,AMCH3,2019,5/29/2019,29.5
Active Margin,July-Active,AMJA1,2019,5/29/2019,33
Active Margin,July-Active,AMJA2,2019,5/29/2019,35
Active Margin,July-Active,AMJA3,2019,5/29/2019,23
Active Margin,Sept-Active,AMSA1,2019,5/29/2019,40
Active Margin,Sept-Active,AMSA2,2019,5/29/2019,27
Active Margin,Sept-Active,AMSA3,2019,5/29/2019,31.5
Active Margin,Sept-Deep,AMSD1,2019,5/29/2019,30.5
Active Margin,Sept-Deep,AMSD2,2019,5/29/2019,20.5
Active Margin,Sept-Deep,AMSD3,2019,5/29/2019,43
Permafrost Plateau ,Control,PPC1,2019,5/29/2019,16.5
Permafrost Plateau ,Control,PPC2,2019,5/29/2019,17
Permafrost Plateau ,Control,PPC3,2019,5/29/2019,23
Permafrost Plateau ,Control,PPC4,2019,5/29/2019,26
Permafrost Plateau ,Control-Hole,PPCH1,2019,5/29/2019,26
Permafrost Plateau ,Control-Hole,PPCH2,2019,5/29/2019,18
Permafrost Plateau ,Control-Hole,PPCH3,2019,5/29/2019,32
Permafrost Plateau ,Control-Hole,PPCH4,2019,5/29/2019,16.5
Permafrost Plateau ,July-Active,PPJA1,2019,5/29/2019,23
Permafrost Plateau ,July-Active,PPJA2,2019,5/29/2019,11
Permafrost Plateau ,July-Active,PPJA3,2019,5/29/2019,17.5
Permafrost Plateau ,July-Active,PPJA4,2019,5/29/2019,18
Permafrost Plateau ,Sept-Active,PPSA1,2019,5/29/2019,18
Permafrost Plateau ,Sept-Active,PPSA2,2019,5/29/2019,17
Permafrost Plateau ,Sept-Active,PPSA3,2019,5/29/2019,17
Permafrost Plateau ,Sept-Active,PPSA4,2019,5/29/2019,19.5
Permafrost Plateau ,Sept-Deep,PPSD1,2019,5/29/2019,23
Permafrost Plateau ,Sept-Deep,PPSD2,2019,5/29/2019,17
Permafrost Plateau ,Sept-Deep,PPSD3,2019,5/29/2019,14
Permafrost Plateau ,Sept-Deep,PPSD4,2019,5/29/2019,15.5
Active Margin,Control-Hole,AMCH1,2019,5/30/2019,42
Active Margin,Control-Hole,AMCH2,2019,5/30/2019,30
Active Margin,Control-Hole,AMCH3,2019,5/30/2019,32
Active Margin,July-Active,AMJA1,2019,5/30/2019,24
Active Margin,July-Active,AMJA2,2019,5/30/2019,33
Active Margin,July-Active,AMJA3,2019,5/30/2019,21.5
Active Margin,Sept-Active,AMSA1,2019,5/30/2019,33.5
Active Margin,Sept-Active,AMSA2,2019,5/30/2019,43
Active Margin,Sept-Active,AMSA3,2019,5/30/2019,30
Active Margin,Sept-Deep,AMSD1,2019,5/30/2019,34.5
Active Margin,Sept-Deep,AMSD2,2019,5/30/2019,24.5
Active Margin,Sept-Deep,AMSD3,2019,5/30/2019,33.5
Permafrost Plateau ,Control,PPC1,2019,5/30/2019,23
Permafrost Plateau ,Control,PPC2,2019,5/30/2019,23
Permafrost Plateau ,Control,PPC3,2019,5/30/2019,27
Permafrost Plateau ,Control,PPC4,2019,5/30/2019,21.5
Permafrost Plateau ,Control-Hole,PPCH1,2019,5/30/2019,33
Permafrost Plateau ,Control-Hole,PPCH2,2019,5/30/2019,23.5
Permafrost Plateau ,Control-Hole,PPCH3,2019,5/30/2019,34
Permafrost Plateau ,Control-Hole,PPCH4,2019,5/30/2019,17.5
Permafrost Plateau ,July-Active,PPJA1,2019,5/30/2019,30
Permafrost Plateau ,July-Active,PPJA2,2019,5/30/2019,28.5
Permafrost Plateau ,July-Active,PPJA3,2019,5/30/2019,21
Permafrost Plateau ,July-Active,PPJA4,2019,5/30/2019,37
Permafrost Plateau ,Sept-Active,PPSA1,2019,5/30/2019,17.5
Permafrost Plateau ,Sept-Active,PPSA2,2019,5/30/2019,18.5
Permafrost Plateau ,Sept-Active,PPSA3,2019,5/30/2019,19.5
Permafrost Plateau ,Sept-Active,PPSA4,2019,5/30/2019,32.5
Permafrost Plateau ,Sept-Deep,PPSD1,2019,5/30/2019,29.5
Permafrost Plateau ,Sept-Deep,PPSD2,2019,5/30/2019,19
Permafrost Plateau ,Sept-Deep,PPSD3,2019,5/30/2019,28
Permafrost Plateau ,Sept-Deep,PPSD4,2019,5/30/2019,29
Active Margin,Control-Hole,AMCH1,2019,6/12/2019,41.5
Active Margin,Control-Hole,AMCH2,2019,6/12/2019,30
Active Margin,Control-Hole,AMCH3,2019,6/12/2019,35.5
Active Margin,July-Active,AMJA1,2019,6/12/2019,30.5
Active Margin,July-Active,AMJA2,2019,6/12/2019,41
Active Margin,July-Active,AMJA3,2019,6/12/2019,24
Active Margin,Sept-Active,AMSA1,2019,6/12/2019,40
Active Margin,Sept-Active,AMSA2,2019,6/12/2019,24
Active Margin,Sept-Active,AMSA3,2019,6/12/2019,31
Active Margin,Sept-Deep,AMSD1,2019,6/12/2019,37
Active Margin,Sept-Deep,AMSD2,2019,6/12/2019,28.5
Active Margin,Sept-Deep,AMSD3,2019,6/12/2019,43
Permafrost Plateau ,Control,PPC1,2019,6/12/2019,23.5
Permafrost Plateau ,Control,PPC2,2019,6/12/2019,26
Permafrost Plateau ,Control,PPC3,2019,6/12/2019,33.5
Permafrost Plateau ,Control,PPC4,2019,6/12/2019,29.5
Permafrost Plateau ,Control-Hole,PPCH1,2019,6/12/2019,37
Permafrost Plateau ,Control-Hole,PPCH2,2019,6/12/2019,20.5
Permafrost Plateau ,Control-Hole,PPCH3,2019,6/12/2019,45
Permafrost Plateau ,Control-Hole,PPCH4,2019,6/12/2019,23.5
Permafrost Plateau ,July-Active,PPJA1,2019,6/12/2019,30
Permafrost Plateau ,July-Active,PPJA2,2019,6/12/2019,13.5
Permafrost Plateau ,July-Active,PPJA3,2019,6/12/2019,27
Permafrost Plateau ,July-Active,PPJA4,2019,6/12/2019,25
Permafrost Plateau ,Sept-Active,PPSA1,2019,6/12/2019,23.5
Permafrost Plateau ,Sept-Active,PPSA2,2019,6/12/2019,32.5
Permafrost Plateau ,Sept-Active,PPSA3,2019,6/12/2019,23
Permafrost Plateau ,Sept-Active,PPSA4,2019,6/12/2019,29
Permafrost Plateau ,Sept-Deep,PPSD1,2019,6/12/2019,30
Permafrost Plateau ,Sept-Deep,PPSD2,2019,6/12/2019,28
Permafrost Plateau ,Sept-Deep,PPSD3,2019,6/12/2019,30.5
Permafrost Plateau ,Sept-Deep,PPSD4,2019,6/12/2019,21
Permafrost Plateau ,Control,PPC1,2019,6/13/2019,22.5
Permafrost Plateau ,Control,PPC2,2019,6/13/2019,22.5
Permafrost Plateau ,Control,PPC3,2019,6/13/2019,24.5
Permafrost Plateau ,Control,PPC4,2019,6/13/2019,34
Permafrost Plateau ,Control-Hole,PPCH1,2019,6/13/2019,37
Permafrost Plateau ,Control-Hole,PPCH2,2019,6/13/2019,24
Permafrost Plateau ,Control-Hole,PPCH3,2019,6/13/2019,43
Permafrost Plateau ,Control-Hole,PPCH4,2019,6/13/2019,25.5
Permafrost Plateau ,July-Active,PPJA1,2019,6/13/2019,28.5
Permafrost Plateau ,July-Active,PPJA2,2019,6/13/2019,15
Permafrost Plateau ,July-Active,PPJA3,2019,6/13/2019,23
Permafrost Plateau ,July-Active,PPJA4,2019,6/13/2019,25.5
Permafrost Plateau ,Sept-Active,PPSA1,2019,6/13/2019,20
Permafrost Plateau ,Sept-Active,PPSA2,2019,6/13/2019,30
Permafrost Plateau ,Sept-Active,PPSA3,2019,6/13/2019,21
Permafrost Plateau ,Sept-Active,PPSA4,2019,6/13/2019,30.5
Permafrost Plateau ,Sept-Deep,PPSD1,2019,6/13/2019,28.5
Permafrost Plateau ,Sept-Deep,PPSD2,2019,6/13/2019,27
Permafrost Plateau ,Sept-Deep,PPSD3,2019,6/13/2019,22
Permafrost Plateau ,Sept-Deep,PPSD4,2019,6/13/2019,22
Active Margin,Control-Hole,AMCH1,2019,6/13/2019,48
Active Margin,Control-Hole,AMCH2,2019,6/13/2019,40.5
Active Margin,Control-Hole,AMCH3,2019,6/13/2019,36
Active Margin,July-Active,AMJA1,2019,6/13/2019,35
Active Margin,July-Active,AMJA2,2019,6/13/2019,44
Active Margin,July-Active,AMJA3,2019,6/13/2019,33
Active Margin,Sept-Active,AMSA1,2019,6/13/2019,39
Active Margin,Sept-Active,AMSA2,2019,6/13/2019,51
Active Margin,Sept-Active,AMSA3,2019,6/13/2019,40
Active Margin,Sept-Deep,AMSD1,2019,6/13/2019,43
Active Margin,Sept-Deep,AMSD2,2019,6/13/2019,32
Active Margin,Sept-Deep,AMSD3,2019,6/13/2019,41
Permafrost Plateau ,Control,PPC1,2019,6/25/2019,27
Permafrost Plateau ,Control,PPC2,2019,6/25/2019,26
Permafrost Plateau ,Control,PPC3,2019,6/25/2019,36
Permafrost Plateau ,Control,PPC4,2019,6/25/2019,35.5
Permafrost Plateau ,Control-Hole,PPCH1,2019,6/25/2019,41.5
Permafrost Plateau ,Control-Hole,PPCH2,2019,6/25/2019,22
Permafrost Plateau ,Control-Hole,PPCH3,2019,6/25/2019,39.5
Permafrost Plateau ,Control-Hole,PPCH4,2019,6/25/2019,35.5
Permafrost Plateau ,July-Active,PPJA1,2019,6/25/2019,31.5
Permafrost Plateau ,July-Active,PPJA2,2019,6/25/2019,18.5
Permafrost Plateau ,July-Active,PPJA3,2019,6/25/2019,32
Permafrost Plateau ,July-Active,PPJA4,2019,6/25/2019,29.5
Permafrost Plateau ,Sept-Active,PPSA1,2019,6/25/2019,28.5
Permafrost Plateau ,Sept-Active,PPSA2,2019,6/25/2019,39
Permafrost Plateau ,Sept-Active,PPSA3,2019,6/25/2019,25
Permafrost Plateau ,Sept-Active,PPSA4,2019,6/25/2019,37.5
Permafrost Plateau ,Sept-Deep,PPSD1,2019,6/25/2019,37.5
Permafrost Plateau ,Sept-Deep,PPSD2,2019,6/25/2019,28
Permafrost Plateau ,Sept-Deep,PPSD3,2019,6/25/2019,23.5
Permafrost Plateau ,Sept-Deep,PPSD4,2019,6/25/2019,31.5
Active Margin,Control-Hole,AMCH1,2019,6/25/2019,40.5
Active Margin,Control-Hole,AMCH2,2019,6/25/2019,42.5
Active Margin,Control-Hole,AMCH3,2019,6/25/2019,45
Active Margin,July-Active,AMJA1,2019,6/25/2019,39.5
Active Margin,July-Active,AMJA2,2019,6/25/2019,43
Active Margin,July-Active,AMJA3,2019,6/25/2019,31.5
Active Margin,Sept-Active,AMSA1,2019,6/25/2019,47
Active Margin,Sept-Active,AMSA2,2019,6/25/2019,49
Active Margin,Sept-Active,AMSA3,2019,6/25/2019,37.5
Active Margin,Sept-Deep,AMSD1,2019,6/25/2019,40.5
Active Margin,Sept-Deep,AMSD2,2019,6/25/2019,32
Active Margin,Sept-Deep,AMSD3,2019,6/25/2019,49
Active Margin,Control-Hole,AMCH1,2019,6/27/2019,43
Active Margin,Control-Hole,AMCH2,2019,6/27/2019,46
Active Margin,Control-Hole,AMCH3,2019,6/27/2019,45
Active Margin,July-Active,AMJA1,2019,6/27/2019,49
Active Margin,July-Active,AMJA2,2019,6/27/2019,41.5
Active Margin,July-Active,AMJA3,2019,6/27/2019,32
Active Margin,Sept-Active,AMSA1,2019,6/27/2019,45
Active Margin,Sept-Active,AMSA2,2019,6/27/2019,47.5
Active Margin,Sept-Active,AMSA3,2019,6/27/2019,37.5
Active Margin,Sept-Deep,AMSD1,2019,6/27/2019,43
Active Margin,Sept-Deep,AMSD2,2019,6/27/2019,36.5
Active Margin,Sept-Deep,AMSD3,2019,6/27/2019,46
Permafrost Plateau ,Control,PPC1,2019,6/27/2019,29
Permafrost Plateau ,Control,PPC2,2019,6/27/2019,27
Permafrost Plateau ,Control,PPC3,2019,6/27/2019,37.5
Permafrost Plateau ,Control,PPC4,2019,6/27/2019,36.5
Permafrost Plateau ,Control-Hole,PPCH1,2019,6/27/2019,46
Permafrost Plateau ,Control-Hole,PPCH2,2019,6/27/2019,35
Permafrost Plateau ,Control-Hole,PPCH3,2019,6/27/2019,37
Permafrost Plateau ,Control-Hole,PPCH4,2019,6/27/2019,32.5
Permafrost Plateau ,July-Active,PPJA1,2019,6/27/2019,44
Permafrost Plateau ,July-Active,PPJA2,2019,6/27/2019,20
Permafrost Plateau ,July-Active,PPJA3,2019,6/27/2019,32
Permafrost Plateau ,July-Active,PPJA4,2019,6/27/2019,31.5
Permafrost Plateau ,Sept-Active,PPSA1,2019,6/27/2019,26.5
Permafrost Plateau ,Sept-Active,PPSA2,2019,6/27/2019,38.5
Permafrost Plateau ,Sept-Active,PPSA3,2019,6/27/2019,28
Permafrost Plateau ,Sept-Active,PPSA4,2019,6/27/2019,36
Permafrost Plateau ,Sept-Deep,PPSD1,2019,6/27/2019,38
Permafrost Plateau ,Sept-Deep,PPSD2,2019,6/27/2019,31.5
Permafrost Plateau ,Sept-Deep,PPSD3,2019,6/27/2019,26.5
Permafrost Plateau ,Sept-Deep,PPSD4,2019,6/27/2019,38
Active Margin,Control-Hole,AMCH1,2019,7/9/2019,46
Active Margin,Control-Hole,AMCH2,2019,7/9/2019,54
Active Margin,Control-Hole,AMCH3,2019,7/9/2019,120
Active Margin,July-Active,AMJA1,2019,7/9/2019,52
Active Margin,July-Active,AMJA2,2019,7/9/2019,120
Active Margin,July-Active,AMJA3,2019,7/9/2019,120
Active Margin,Sept-Active,AMSA1,2019,7/9/2019,50
Active Margin,Sept-Active,AMSA2,2019,7/9/2019,48
Active Margin,Sept-Active,AMSA3,2019,7/9/2019,46.5
Active Margin,Sept-Deep,AMSD1,2019,7/9/2019,120
Active Margin,Sept-Deep,AMSD2,2019,7/9/2019,120
Active Margin,Sept-Deep,AMSD3,2019,7/9/2019,55
Permafrost Plateau ,Control,PPC1,2019,7/9/2019,35.5
Permafrost Plateau ,Control,PPC2,2019,7/9/2019,34.5
Permafrost Plateau ,Control,PPC3,2019,7/9/2019,38.5
Permafrost Plateau ,Control,PPC4,2019,7/9/2019,45.5
Permafrost Plateau ,Control-Hole,PPCH1,2019,7/9/2019,74
Permafrost Plateau ,Control-Hole,PPCH2,2019,7/9/2019,29.5
Permafrost Plateau ,Control-Hole,PPCH3,2019,7/9/2019,50
Permafrost Plateau ,Control-Hole,PPCH4,2019,7/9/2019,34.5
Permafrost Plateau ,July-Active,PPJA1,2019,7/9/2019,44.5
Permafrost Plateau ,July-Active,PPJA2,2019,7/9/2019,28
Permafrost Plateau ,July-Active,PPJA3,2019,7/9/2019,39.5
Permafrost Plateau ,July-Active,PPJA4,2019,7/9/2019,39
Permafrost Plateau ,Sept-Active,PPSA1,2019,7/9/2019,32
Permafrost Plateau ,Sept-Active,PPSA2,2019,7/9/2019,47
Permafrost Plateau ,Sept-Active,PPSA3,2019,7/9/2019,34
Permafrost Plateau ,Sept-Active,PPSA4,2019,7/9/2019,59
Permafrost Plateau ,Sept-Deep,PPSD1,2019,7/9/2019,46
Permafrost Plateau ,Sept-Deep,PPSD2,2019,7/9/2019,43
Permafrost Plateau ,Sept-Deep,PPSD3,2019,7/9/2019,46.5
Permafrost Plateau ,Sept-Deep,PPSD4,2019,7/9/2019,40
Permafrost Plateau ,Control,PPC1,2019,7/10/2019,46
Permafrost Plateau ,Control,PPC2,2019,7/10/2019,36
Permafrost Plateau ,Control,PPC3,2019,7/10/2019,39
Permafrost Plateau ,Control,PPC4,2019,7/10/2019,45
Permafrost Plateau ,Control-Hole,PPCH1,2019,7/10/2019,77
Permafrost Plateau ,Control-Hole,PPCH2,2019,7/10/2019,33
Permafrost Plateau ,Control-Hole,PPCH3,2019,7/10/2019,54
Permafrost Plateau ,Control-Hole,PPCH4,2019,7/10/2019,46
Permafrost Plateau ,July-Active,PPJA1,2019,7/10/2019,45
Permafrost Plateau ,July-Active,PPJA2,2019,7/10/2019,38
Permafrost Plateau ,July-Active,PPJA3,2019,7/10/2019,48
Permafrost Plateau ,July-Active,PPJA4,2019,7/10/2019,45
Permafrost Plateau ,Sept-Active,PPSA1,2019,7/10/2019,39
Permafrost Plateau ,Sept-Active,PPSA2,2019,7/10/2019,56
Permafrost Plateau ,Sept-Active,PPSA3,2019,7/10/2019,35
Permafrost Plateau ,Sept-Active,PPSA4,2019,7/10/2019,50
Permafrost Plateau ,Sept-Deep,PPSD1,2019,7/10/2019,51
Permafrost Plateau ,Sept-Deep,PPSD2,2019,7/10/2019,46
Permafrost Plateau ,Sept-Deep,PPSD3,2019,7/10/2019,45
Permafrost Plateau ,Sept-Deep,PPSD4,2019,7/10/2019,51
Active Margin,Control-Hole,AMCH1,2019,7/22/2019,53
Active Margin,Control-Hole,AMCH2,2019,7/22/2019,109
Active Margin,Control-Hole,AMCH3,2019,7/22/2019,120
Active Margin,July-Active,AMJA1,2019,7/22/2019,98
Active Margin,July-Active,AMJA2,2019,7/22/2019,120
Active Margin,July-Active,AMJA3,2019,7/22/2019,120
Active Margin,Sept-Active,AMSA1,2019,7/22/2019,59.5
Active Margin,Sept-Active,AMSA2,2019,7/22/2019,103
Active Margin,Sept-Active,AMSA3,2019,7/22/2019,63
Active Margin,Sept-Deep,AMSD1,2019,7/22/2019,120
Active Margin,Sept-Deep,AMSD2,2019,7/22/2019,120
Active Margin,Sept-Deep,AMSD3,2019,7/22/2019,105
Permafrost Plateau ,Control,PPC1,2019,7/22/2019,48
Permafrost Plateau ,Control,PPC2,2019,7/22/2019,36.5
Permafrost Plateau ,Control,PPC3,2019,7/22/2019,41
Permafrost Plateau ,Control,PPC4,2019,7/22/2019,50
Permafrost Plateau ,Control-Hole,PPCH1,2019,7/22/2019,81.5
Permafrost Plateau ,Control-Hole,PPCH2,2019,7/22/2019,36
Permafrost Plateau ,Control-Hole,PPCH3,2019,7/22/2019,58.5
Permafrost Plateau ,Control-Hole,PPCH4,2019,7/22/2019,50
Permafrost Plateau ,July-Active,PPJA1,2019,7/22/2019,53
Permafrost Plateau ,July-Active,PPJA2,2019,7/22/2019,32
Permafrost Plateau ,July-Active,PPJA3,2019,7/22/2019,55
Permafrost Plateau ,July-Active,PPJA4,2019,7/22/2019,56
Permafrost Plateau ,Sept-Active,PPSA1,2019,7/22/2019,48
Permafrost Plateau ,Sept-Active,PPSA2,2019,7/22/2019,56
Permafrost Plateau ,Sept-Active,PPSA3,2019,7/22/2019,38
Permafrost Plateau ,Sept-Active,PPSA4,2019,7/22/2019,81
Permafrost Plateau ,Sept-Deep,PPSD1,2019,7/22/2019,80
Permafrost Plateau ,Sept-Deep,PPSD2,2019,7/22/2019,50
Permafrost Plateau ,Sept-Deep,PPSD3,2019,7/22/2019,54
Permafrost Plateau ,Sept-Deep,PPSD4,2019,7/22/2019,97.5
Active Margin,Control-Hole,AMCH1,2019,7/10/2019,52
Active Margin,Control-Hole,AMCH2,2019,7/10/2019,56
Active Margin,Control-Hole,AMCH3,2019,7/10/2019,120
Active Margin,July-Active,AMJA1,2019,7/10/2019,54
Active Margin,July-Active,AMJA2,2019,7/10/2019,56
Active Margin,July-Active,AMJA3,2019,7/10/2019,120
Active Margin,Sept-Active,AMSA1,2019,7/10/2019,64
Active Margin,Sept-Active,AMSA2,2019,7/10/2019,56
Active Margin,Sept-Active,AMSA3,2019,7/10/2019,60.5
Active Margin,Sept-Deep,AMSD1,2019,7/10/2019,120
Active Margin,Sept-Deep,AMSD2,2019,7/10/2019,59
Active Margin,Sept-Deep,AMSD3,2019,7/10/2019,64
Permafrost Plateau ,Control,PPC1,2019,7/23/2019,38
Permafrost Plateau ,Control,PPC2,2019,7/23/2019,33
Permafrost Plateau ,Control,PPC3,2019,7/23/2019,41.5
Permafrost Plateau ,Control,PPC4,2019,7/23/2019,50.5
Permafrost Plateau ,Control-Hole,PPCH1,2019,7/23/2019,74
Permafrost Plateau ,Control-Hole,PPCH2,2019,7/23/2019,35
Permafrost Plateau ,Control-Hole,PPCH3,2019,7/23/2019,56
Permafrost Plateau ,Control-Hole,PPCH4,2019,7/23/2019,39.5
Permafrost Plateau ,July-Active,PPJA1,2019,7/23/2019,45.5
Permafrost Plateau ,July-Active,PPJA2,2019,7/23/2019,29
Permafrost Plateau ,July-Active,PPJA3,2019,7/23/2019,55
Permafrost Plateau ,July-Active,PPJA4,2019,7/23/2019,36.5
Permafrost Plateau ,Sept-Active,PPSA1,2019,7/23/2019,37
Permafrost Plateau ,Sept-Active,PPSA2,2019,7/23/2019,49.5
Permafrost Plateau ,Sept-Active,PPSA3,2019,7/23/2019,33
Permafrost Plateau ,Sept-Active,PPSA4,2019,7/23/2019,76
Permafrost Plateau ,Sept-Deep,PPSD1,2019,7/23/2019,61.5
Permafrost Plateau ,Sept-Deep,PPSD2,2019,7/23/2019,49
Permafrost Plateau ,Sept-Deep,PPSD3,2019,7/23/2019,41
Permafrost Plateau ,Sept-Deep,PPSD4,2019,7/23/2019,83.5
Active Margin,Control-Hole,AMCH1,2019,7/23/2019,50.5
Active Margin,Control-Hole,AMCH2,2019,7/23/2019,96.5
Active Margin,Control-Hole,AMCH3,2019,7/23/2019,120
Active Margin,July-Active,AMJA1,2019,7/23/2019,120
Active Margin,July-Active,AMJA2,2019,7/23/2019,120
Active Margin,July-Active,AMJA3,2019,7/23/2019,120
Active Margin,Sept-Active,AMSA1,2019,7/23/2019,58.5
Active Margin,Sept-Active,AMSA2,2019,7/23/2019,50
Active Margin,Sept-Active,AMSA3,2019,7/23/2019,55.5
Active Margin,Sept-Deep,AMSD1,2019,7/23/2019,89.7
Active Margin,Sept-Deep,AMSD2,2019,7/23/2019,120
Active Margin,Sept-Deep,AMSD3,2019,7/23/2019,95
Active Margin,Control-Hole,AMCH1,2019,9/13/2019,112
Active Margin,Control-Hole,AMCH2,2019,9/13/2019,120
Active Margin,Control-Hole,AMCH3,2019,9/13/2019,120
Active Margin,July-Active,AMJA1,2019,9/13/2019,120
Active Margin,July-Active,AMJA2,2019,9/13/2019,120
Active Margin,July-Active,AMJA3,2019,9/13/2019,120
Active Margin,Sept-Active,AMSA1,2019,9/13/2019,106
Active Margin,Sept-Active,AMSA2,2019,9/13/2019,102
Active Margin,Sept-Active,AMSA3,2019,9/13/2019,120
Active Margin,Sept-Deep,AMSD1,2019,9/13/2019,104
Active Margin,Sept-Deep,AMSD2,2019,9/13/2019,120
Active Margin,Sept-Deep,AMSD3,2019,9/13/2019,112
Permafrost Plateau ,Control,PPC1,2019,9/13/2019,69
Permafrost Plateau ,Control,PPC2,2019,9/13/2019,54
Permafrost Plateau ,Control,PPC3,2019,9/13/2019,67
