Site,Treatment,Chamber,in or out,year,month,day,date,hour,min,AL_inch,AL_cm,ProbeMax
Gamma-14,forest,7,in,2015,6,25,25-Jun-15,15,48,,43,
Gamma-14,forest,8,out,2015,6,25,25-Jun-15,16,0,,32,
Gamma-14,forest,8,in,2015,6,25,25-Jun-15,16,0,,29,
Beta-14,intermediate,1,out,2015,6,25,25-Jun-15,13,16,,44,
Beta-14,intermediate,2,out,2015,6,25,25-Jun-15,13,26,,44,
Beta-14,intermediate,2,in,2015,6,25,25-Jun-15,13,26,,43,
Beta-14,intermediate,4,out,2015,6,25,25-Jun-15,13,50,,45,
Beta-14,intermediate,4,in,2015,6,25,25-Jun-15,13,50,,46,
Beta-14,old,5,out,2015,6,25,25-Jun-15,14,4,,43,
Beta-14,old,5,in,2015,6,25,25-Jun-15,14,4,,50,
Beta-14,old,6,out,2015,6,25,25-Jun-15,14,14,,43,
Beta-14,old,6,in,2015,6,25,25-Jun-15,14,14,,51,
Beta-14,old,7,in,2015,6,25,25-Jun-15,12,43,,53,
Beta-14,old,8,out,2015,6,25,25-Jun-15,13,2,,45,
Beta-14,old,8,in,2015,6,25,25-Jun-15,13,2,,53,
Gamma-14,baby bog,3,out,2015,6,30,30-Jun-15,15,4,,57,
Gamma-14,forest,5,out,2015,6,30,30-Jun-15,15,29,,40,
Gamma-14,forest,5,in,2015,6,30,30-Jun-15,15,29,,30,
Gamma-14,forest,6,out,2015,6,30,30-Jun-15,15,40,,35,
Gamma-14,forest,6,in,2015,6,30,30-Jun-15,15,40,,24,
Gamma-14,forest,7,out,2015,6,30,30-Jun-15,15,52,,35,
Gamma-14,forest,7,in,2015,6,30,30-Jun-15,15,52,,38,
Gamma-14,forest,8,out,2015,6,30,30-Jun-15,16,4,,35,
Gamma-14,forest,8,in,2015,6,30,30-Jun-15,16,4,,35,
Beta-14,intermediate,1,out,2015,6,30,30-Jun-15,11,40,,43,
Beta-14,intermediate,2,in,2015,6,30,30-Jun-15,11,53,,45,
Beta-14,intermediate,4,out,2015,6,30,30-Jun-15,12,17,,42,
Beta-14,intermediate,4,in,2015,6,30,30-Jun-15,12,17,,45,
Beta-14,old,5,in,2015,6,30,30-Jun-15,12,31,,38,
Beta-14,old,6,out,2015,6,30,30-Jun-15,12,42,,49,
Beta-14,old,6,in,2015,6,30,30-Jun-15,12,42,,55,
Beta-14,old,7,in,2015,6,30,30-Jun-15,12,55,,50,
Gamma-14,baby bog,3,in,2015,7,2,2-Jul-15,11,54,,52,
Gamma-14,forest,5,out,2015,7,2,2-Jul-15,10,41,,38,
Gamma-14,forest,5,in,2015,7,2,2-Jul-15,10,41,,35,
Gamma-14,forest,6,out,2015,7,2,2-Jul-15,10,53,,35,
Gamma-14,forest,6,in,2015,7,2,2-Jul-15,10,53,,26,
Gamma-14,forest,7,out,2015,7,2,2-Jul-15,11,6,,35,
Gamma-14,forest,7,in,2015,7,2,2-Jul-15,11,6,,43,
Gamma-14,forest,8,out,2015,7,2,2-Jul-15,11,18,,35,
Gamma-14,forest,8,in,2015,7,2,2-Jul-15,11,18,,37,
Gamma-14,baby bog,3,in,2015,7,6,6-Jul-15,13,33,,59,
Gamma-14,forest,5,out,2015,7,6,6-Jul-15,13,58,,39,
Gamma-14,forest,5,in,2015,7,6,6-Jul-15,13,58,,33,
Gamma-14,forest,6,out,2015,7,6,6-Jul-15,12,34,,36,
Gamma-14,forest,6,in,2015,7,6,6-Jul-15,12,34,,39,
Gamma-14,forest,7,out,2015,7,6,6-Jul-15,12,46,,40,
Gamma-14,forest,7,in,2015,7,6,6-Jul-15,12,46,,40,
Gamma-14,forest,8,out,2015,7,6,6-Jul-15,12,57,,37,
Gamma-14,forest,8,in,2015,7,6,6-Jul-15,12,57,,40,
Beta-14,intermediate,4,out,2015,7,6,6-Jul-15,10,47,,50,
Beta-14,old,5,in,2015,7,6,6-Jul-15,11,0,,40,
Beta-14,old,6,in,2015,7,6,6-Jul-15,11,13,,56,
Gamma-14,baby bog,1,out,2015,7,9,9-Jul-15,11,36,10,25.4,
Gamma-14,baby bog,1,in,2015,7,9,9-Jul-15,11,36,7,17.78,
Gamma-14,baby bog,2,out,2015,7,9,9-Jul-15,11,47,12,30.48,
Gamma-14,baby bog,3,in,2015,7,9,9-Jul-15,11,59,,59,
Gamma-14,forest,5,out,2015,7,9,9-Jul-15,10,48,,45,
Gamma-14,forest,5,in,2015,7,9,9-Jul-15,10,48,,34,
Gamma-14,forest,6,out,2015,7,9,9-Jul-15,10,59,,35,
Gamma-14,forest,6,in,2015,7,9,9-Jul-15,10,59,,29,
Gamma-14,forest,7,out,2015,7,9,9-Jul-15,11,12,,39,
Gamma-14,forest,7,in,2015,7,9,9-Jul-15,11,12,,41,
Gamma-14,forest,8,out,2015,7,9,9-Jul-15,11,23,,35,
Gamma-14,forest,8,in,2015,7,9,9-Jul-15,11,23,,46,
Beta-14,old,5,in,2015,7,17,17-Jul-15,11,9,,37,
Gamma-14,forest,5,out,2015,7,21,21-Jul-15,13,57,,45,
Gamma-14,forest,5,in,2015,7,21,21-Jul-15,13,57,,44,
Gamma-14,forest,6,out,2015,7,21,21-Jul-15,14,9,,42,
Gamma-14,forest,6,in,2015,7,21,21-Jul-15,14,9,,30,
Gamma-14,forest,7,out,2015,7,21,21-Jul-15,14,22,,43,
Gamma-14,forest,7,in,2015,7,21,21-Jul-15,14,22,,48,
Gamma-14,forest,8,out,2015,7,21,21-Jul-15,14,32,,41,
Gamma-14,forest,8,in,2015,7,21,21-Jul-15,14,32,,41,
Gamma-14,forest,5,out,2015,7,22,22-Jul-15,10,46,,44,
Gamma-14,forest,5,in,2015,7,22,22-Jul-15,10,46,,40,
Gamma-14,forest,6,out,2015,7,22,22-Jul-15,10,57,,41,
Gamma-14,forest,6,in,2015,7,22,22-Jul-15,10,57,,39,
Gamma-14,forest,7,out,2015,7,22,22-Jul-15,11,10,,40,
Gamma-14,forest,7,in,2015,7,22,22-Jul-15,11,10,,46,
Gamma-14,forest,8,out,2015,7,22,22-Jul-15,11,21,,40,
Gamma-14,forest,8,in,2015,7,22,22-Jul-15,11,21,,42,
Beta-14,old,5,in,2015,7,22,22-Jul-15,14,26,,70,
Gamma-14,forest,5,out,2015,7,23,23-Jul-15,13,59,,49,
Gamma-14,forest,5,in,2015,7,23,23-Jul-15,13,59,,40,
Gamma-14,forest,6,out,2015,7,23,23-Jul-15,14,11,,42,
Gamma-14,forest,6,in,2015,7,23,23-Jul-15,14,11,,36,
Gamma-14,forest,7,out,2015,7,23,23-Jul-15,14,23,,41,
Gamma-14,forest,7,in,2015,7,23,23-Jul-15,14,23,,45,
Gamma-14,forest,8,out,2015,7,23,23-Jul-15,14,35,,41,
Gamma-14,forest,8,in,2015,7,23,23-Jul-15,14,35,,45,
Beta-14,old,5,in,2015,7,23,23-Jul-15,11,15,,63,
Beta-14,old,6,in,2015,7,23,23-Jul-15,11,25,,60,
Gamma-14,forest,5,out,2015,8,4,4-Aug-15,12,33,,52,
Gamma-14,forest,5,in,2015,8,4,4-Aug-15,12,33,,49,
Gamma-14,forest,6,out,2015,8,4,4-Aug-15,12,44,,36,
Gamma-14,forest,6,in,2015,8,4,4-Aug-15,12,44,,39,
Gamma-14,forest,7,out,2015,8,4,4-Aug-15,12,57,,50,
Gamma-14,forest,7,in,2015,8,4,4-Aug-15,12,57,,48,
Gamma-14,forest,8,out,2015,8,4,4-Aug-15,13,8,,45,
Gamma-14,forest,8,in,2015,8,4,4-Aug-15,13,8,,44,
Gamma-14,forest,5,out,2015,8,6,6-Aug-15,10,53,,50,
Gamma-14,forest,5,in,2015,8,6,6-Aug-15,10,53,,47,
Gamma-14,forest,6,out,2015,8,6,6-Aug-15,11,9,,47,
Gamma-14,forest,6,in,2015,8,6,6-Aug-15,11,9,,42,
Gamma-14,forest,7,out,2015,8,6,6-Aug-15,11,22,,46,
Gamma-14,forest,7,in,2015,8,6,6-Aug-15,11,22,,49,
Gamma-14,forest,8,out,2015,8,6,6-Aug-15,11,34,,47,
Gamma-14,forest,8,in,2015,8,6,6-Aug-15,11,34,,47,
Gamma-14,forest,5,out,2015,8,11,11-Aug-15,11,52,,49,
Gamma-14,forest,5,in,2015,8,11,11-Aug-15,11,52,,51,
Gamma-14,forest,6,out,2015,8,11,11-Aug-15,12,4,,46,
Gamma-14,forest,6,in,2015,8,11,11-Aug-15,12,4,,36,
Gamma-14,forest,7,out,2015,8,11,11-Aug-15,12,16,,47,
Gamma-14,forest,7,in,2015,8,11,11-Aug-15,12,16,,49,
Gamma-14,forest,8,out,2015,8,11,11-Aug-15,12,28,,48,
Gamma-14,forest,8,in,2015,8,11,11-Aug-15,12,28,,44,
Gamma-14,forest,5,out,2015,8,12,12-Aug-15,13,29,,54,
Gamma-14,forest,5,in,2015,8,12,12-Aug-15,13,29,,47,
Gamma-14,forest,6,out,2015,8,12,12-Aug-15,13,41,,49,
Gamma-14,forest,6,in,2015,8,12,12-Aug-15,13,41,,41,
Gamma-14,forest,7,out,2015,8,12,12-Aug-15,13,53,,47,
Gamma-14,forest,7,in,2015,8,12,12-Aug-15,13,53,,46,
Gamma-14,forest,8,out,2015,8,12,12-Aug-15,14,4,,48,
Gamma-14,forest,8,in,2015,8,12,12-Aug-15,14,4,,50,
Gamma-14,forest,5,out,2015,8,14,14-Aug-15,12,41,,48,
Gamma-14,forest,5,in,2015,8,14,14-Aug-15,12,41,,40,
Gamma-14,forest,6,out,2015,8,14,14-Aug-15,12,54,,41,
Gamma-14,forest,6,in,2015,8,14,14-Aug-15,12,54,,37,
Gamma-14,forest,7,out,2015,8,14,14-Aug-15,13,6,,39,
Gamma-14,forest,7,in,2015,8,14,14-Aug-15,13,6,,42,
Gamma-14,forest,8,out,2015,8,14,14-Aug-15,13,18,,42,
Gamma-14,forest,8,in,2015,8,14,14-Aug-15,13,18,,39,
Gamma-14,baby bog,3,out,2015,8,17,17-Aug-15,13,33,,51,
Gamma-14,baby bog,3,in,2015,8,17,17-Aug-15,13,33,,48,
Gamma-14,baby bog,4,out,2015,8,17,17-Aug-15,13,45,,48,
Gamma-14,baby bog,4,in,2015,8,17,17-Aug-15,13,45,,45,
Gamma-14,forest,5,out,2015,8,17,17-Aug-15,13,58,,50,
Gamma-14,forest,5,in,2015,8,17,17-Aug-15,13,58,,52,
Gamma-14,forest,6,out,2015,8,17,17-Aug-15,14,9,,44,
Gamma-14,forest,6,in,2015,8,17,17-Aug-15,14,9,,51,
Gamma-14,baby bog,1,out,2015,8,31,31-Aug-15,11,47,,136,
Gamma-14,baby bog,1,in,2015,8,31,31-Aug-15,11,47,,110,
Gamma-14,baby bog,2,out,2015,8,31,31-Aug-15,11,58,,120,
Gamma-14,baby bog,2,in,2015,8,31,31-Aug-15,11,58,,116,
Gamma-14,baby bog,3,out,2015,8,31,31-Aug-15,10,32,,141,
Gamma-14,baby bog,3,in,2015,8,31,31-Aug-15,10,32,,120,
Gamma-14,baby bog,4,out,2015,8,31,31-Aug-15,10,46,,119,
Gamma-14,baby bog,4,in,2015,8,31,31-Aug-15,10,46,,119,
Gamma-14,forest,5,out,2015,8,31,31-Aug-15,11,0,,49,
Gamma-14,forest,5,in,2015,8,31,31-Aug-15,11,0,,47,
Gamma-14,forest,6,out,2015,8,31,31-Aug-15,11,10,,52,
Gamma-14,forest,6,in,2015,8,31,31-Aug-15,11,10,,47,
Gamma-14,forest,7,out,2015,8,31,31-Aug-15,11,23,,46,
Gamma-14,forest,7,in,2015,8,31,31-Aug-15,11,23,,51,
Gamma-14,forest,8,out,2015,8,31,31-Aug-15,11,35,,37,
Gamma-14,forest,8,in,2015,8,31,31-Aug-15,11,35,,48,
